/lpai/dataset/gt1000616-b8bb91f3-true-lkyz-1008/24-10-31-1/1000177/1727507520/8901727507525147/clip_success.txt,148,99
/lpai/dataset/gt1000616-b8bb91f3-true-lkyz-1008/24-10-31-1/1000177/1727613300/8421727613344748/clip_success.txt,596,416
/lpai/dataset/gt1000616-b8bb91f3-true-lkyz-1008/24-10-31-1/1000177/1727351820/0281727351871281/clip_success.txt,306,236
/lpai/dataset/gt1000616-b8bb91f3-true-lkyz-1008/24-10-31-1/1000177/1727497320/0021727497356948/clip_success.txt,213,172
/lpai/dataset/gt1000616-b8bb91f3-true-lkyz-1008/24-10-31-1/1000177/1727497620/8891727497623448/clip_success.txt,416,413
/lpai/dataset/gt1000616-b8bb91f3-true-lkyz-1008/24-10-31-1/1000177/1728043020/6611728043032781/clip_success.txt,597,559
/lpai/dataset/gt1000616-b8bb91f3-true-lkyz-1008/24-10-31-1/1000177/1727341740/9501727341773448/clip_success.txt,331,252
/lpai/dataset/gt1000616-b8bb91f3-true-lkyz-1008/24-10-31-1/1000177/1727629380/0061727629416248/clip_success.txt,530,415
/lpai/dataset/gt1000616-b8bb91f3-true-lkyz-1008/24-10-31-1/1000177/1727632140/8901727632191146/clip_success.txt,357,281
/lpai/dataset/gt1000616-b8bb91f3-true-lkyz-1008/24-10-31-1/1000177/1727221260/0281727221301748/clip_success.txt,359,248
/lpai/dataset/gt1000616-b8bb91f3-true-lkyz-1008/24-10-31-1/1000177/1727398800/0021727398804281/clip_success.txt,429,358
/lpai/dataset/gt1000616-b8bb91f3-true-lkyz-1008/24-10-31-1/1000177/1727475540/8421727475587081/clip_success.txt,357,293
/lpai/dataset/gt1000616-b8bb91f3-true-lkyz-1008/24-10-31-1/1000177/1727347800/5921727347814446/clip_success.txt,513,393
/lpai/dataset/gt1000616-b8bb91f3-true-lkyz-1008/24-10-31-1/1000177/1727571780/9501727571800047/clip_success.txt,595,574
/lpai/dataset/gt1000616-b8bb91f3-true-lkyz-1008/24-10-31-1/1000177/1728047820/0191728047866046/clip_success.txt,597,452
/lpai/dataset/gt1000616-b8bb91f3-true-lkyz-1008/24-10-31-1/1000177/1727523360/0061727523391981/clip_success.txt,599,482
/lpai/dataset/gt1000616-b8bb91f3-true-lkyz-1008/24-10-31-1/1000177/1727349420/1581727349438447/clip_success.txt,595,408
/lpai/dataset/gt1000616-b8bb91f3-true-lkyz-1008/24-10-31-1/1000177/1727389980/0061727389991346/clip_success.txt,526,502
/lpai/dataset/gt1000616-b8bb91f3-true-lkyz-1008/24-10-31-1/1000177/1727637780/9501727637824247/clip_success.txt,597,595
/lpai/dataset/gt1000616-b8bb91f3-true-lkyz-1008/24-10-31-1/1000177/1727411220/0281727411277646/clip_success.txt,595,538
/lpai/dataset/gt1000616-b8bb91f3-true-lkyz-1008/24-10-31-1/1000177/1727532240/8421727532285447/clip_success.txt,598,370
/lpai/dataset/gt1000616-b8bb91f3-true-lkyz-1008/24-10-31-1/1000177/1727415540/8901727415593948/clip_success.txt,429,379
/lpai/dataset/gt1000616-b8bb91f3-true-lkyz-1008/24-10-31-1/1000177/1727623260/8901727623286681/clip_success.txt,596,428
/lpai/dataset/gt1000616-b8bb91f3-true-lkyz-1008/24-10-31-1/1000177/1727441100/1171727441123981/clip_success.txt,596,527
/lpai/dataset/gt1000616-b8bb91f3-true-lkyz-1008/24-10-31-1/1000177/1727221680/0191727221681747/clip_success.txt,440,354
/lpai/dataset/gt1000616-b8bb91f3-true-lkyz-1008/24-10-31-1/1000177/1727491080/8891727491126481/clip_success.txt,598,580
/lpai/dataset/gt1000616-b8bb91f3-true-lkyz-1008/24-10-31-1/1000177/1727587740/9501727587743381/clip_success.txt,595,562
/lpai/dataset/gt1000616-b8bb91f3-true-lkyz-1008/24-10-31-1/1000177/1727632440/9501727632449381/clip_success.txt,596,555
/lpai/dataset/gt1000616-b8bb91f3-true-lkyz-1008/24-10-31-1/1000177/1727252640/1581727252648881/clip_success.txt,596,596
/lpai/dataset/gt1000616-b8bb91f3-true-lkyz-1008/24-10-31-1/1000177/1727215740/9501727215744181/clip_success.txt,595,586
/lpai/dataset/gt1000616-b8bb91f3-true-lkyz-1008/24-10-31-1/1000177/1727485800/0191727485827646/clip_success.txt,598,557
/lpai/dataset/gt1000616-b8bb91f3-true-lkyz-1008/24-10-31-1/1000177/1727589420/8901727589453581/clip_success.txt,597,554
/lpai/dataset/gt1000616-b8bb91f3-true-lkyz-1008/24-10-31-1/1000177/1727307600/9501727307643648/clip_success.txt,596,536
/lpai/dataset/gt1000616-b8bb91f3-true-lkyz-1008/24-10-31-1/1000177/1727409300/0191727409309847/clip_success.txt,527,315
/lpai/dataset/gt1000616-b8bb91f3-true-lkyz-1008/24-10-31-1/1000177/1727682720/6611727682750247/clip_success.txt,597,592
/lpai/dataset/gt1000616-b8bb91f3-true-lkyz-1008/24-10-31-1/1000177/1727243580/9501727243580281/clip_success.txt,597,573
/lpai/dataset/gt1000616-b8bb91f3-true-lkyz-1008/24-10-31-1/1000177/1727421540/9501727421556380/clip_success.txt,587,393
/lpai/dataset/gt1000616-b8bb91f3-true-lkyz-1008/24-10-31-1/1000177/1727337120/1171727337154181/clip_success.txt,596,559
/lpai/dataset/gt1000616-b8bb91f3-true-lkyz-1008/24-10-31-1/1000177/1727673780/8901727673814346/clip_success.txt,596,574
/lpai/dataset/gt1000616-b8bb91f3-true-lkyz-1008/24-10-31-1/1000177/1727585100/1581727585137747/clip_success.txt,595,587
/lpai/dataset/gt1000616-b8bb91f3-true-lkyz-1008/24-10-31-1/1000177/1727407920/8091727407936948/clip_success.txt,598,411
/lpai/dataset/gt1000616-b8bb91f3-true-lkzz-1008/24-10-31-1/1000176/1727032560/0021727032612981/clip_success.txt,500,463
