/lpai/dataset/gt1000616-b8bb91f3-true-lkzz-1008/24-10-31-1/1000176/1727529840/8891727529868447/clip_success.txt,598,405
/lpai/dataset/gt1000616-b8bb91f3-true-lkzz-1008/24-10-31-1/1000176/1727357220/1581727357231348/clip_success.txt,595,483
/lpai/dataset/gt1000616-b8bb91f3-true-lkzz-1008/24-10-31-1/1000176/1717331160/5151717331173048/clip_success.txt,597,396
/lpai/dataset/gt1000616-b8bb91f3-true-lkzz-1008/24-10-31-1/1000176/1727622000/6611727622032381/clip_success.txt,596,500
/lpai/dataset/gt1000616-b8bb91f3-true-lkzz-1008/24-10-31-1/1000176/1717331100/5151717331111048/clip_success.txt,597,445
/lpai/dataset/gt1000616-b8bb91f3-true-lkzz-1008/24-10-31-1/1000176/1727409900/0191727409929847/clip_success.txt,597,505
/lpai/dataset/gt1000616-b8bb91f3-true-lkzz-1008/24-10-31-1/1000176/1727338680/3741727338695147/clip_success.txt,597,401
/lpai/dataset/gt1000616-b8bb91f3-true-lkzz-1008/24-10-31-1/1000176/1727405940/8891727405961547/clip_success.txt,596,239
/lpai/dataset/gt1000616-b8bb91f3-true-lkzz-1008/24-10-31-1/1000176/1727422980/3741727423017447/clip_success.txt,572,393
/lpai/dataset/gt1000616-b8bb91f3-true-lkzz-1008/24-10-31-1/1000176/1727474400/3741727474428381/clip_success.txt,596,249
/lpai/dataset/gt1000616-b8bb91f3-true-lkzz-1008/24-10-31-1/1000176/1727659860/1171727659894846/clip_success.txt,596,567
/lpai/dataset/gt1000616-b8bb91f3-true-lkzz-1008/24-10-31-1/1000176/1726824720/3741726824723481/clip_success.txt,597,438
/lpai/dataset/gt1000616-b8bb91f3-true-lkzz-1008/24-10-31-1/1000176/1727326620/0281727326664481/clip_success.txt,598,551
/lpai/dataset/gt1000616-b8bb91f3-true-lkzz-1008/24-10-31-1/1000176/1727269620/0281727269666446/clip_success.txt,597,511
/lpai/dataset/gt1000616-b8bb91f3-true-lkzz-1008/24-10-31-1/1000176/1727509560/8421727509605681/clip_success.txt,597,152
/lpai/dataset/gt1000616-b8bb91f3-true-lkzz-1008/24-10-31-1/1000176/1727412000/8891727412042648/clip_success.txt,598,294
/lpai/dataset/gt1000616-b8bb91f3-true-lkzz-1008/24-10-31-1/1000176/1727434260/8891727434314448/clip_success.txt,598,552
/lpai/dataset/gt1000616-b8bb91f3-true-lkzz-1008/24-10-31-1/1000176/1727490900/3741727490940381/clip_success.txt,598,531
